battle_id,date,pok1_id,pok2_id,pokemon_winner_id,trainer_winner_id,gym_id
688,2025-09-25,230,720,230,3210,24
689,2025-02-23,230,660,660,3524,12
690,2025-04-12,230,136,136,11785,32
691,2025-12-06,231,918,918,91,64
692,2025-12-22,231,300,231,4397,31
693,2025-11-14,231,3,3,9892,27
694,2025-07-21,232,221,232,3686,10
695,2025-08-21,232,1166,1166,6775,42
696,2025-04-08,232,911,232,3686,60
697,2025-08-02,233,512,512,5186,43
698,2025-06-30,233,852,852,6745,30
699,2025-08-29,233,1047,1047,3622,12
700,2025-08-25,234,795,795,9618,6
701,2025-03-08,234,893,893,6620,8
702,2025-10-03,234,1029,1029,1901,17
703,2025-08-06,235,610,610,6882,14
704,2025-04-14,235,982,235,10573,7
705,2025-12-09,235,943,943,10806,48
706,2025-09-04,236,513,236,4945,50
707,2025-04-30,236,1179,236,4945,44
708,2025-04-27,236,518,236,4945,11
709,2025-09-29,237,710,237,10211,40
710,2025-12-29,237,1110,237,10211,68
711,2025-03-12,237,997,237,10211,30
712,2025-11-07,238,478,478,2615,17
713,2025-12-02,238,856,856,8924,59
714,2025-11-20,238,654,654,1980,66
715,2025-01-23,239,1013,239,2649,35
716,2025-02-25,239,601,601,10261,31
717,2025-11-17,239,605,605,11251,23
718,2025-09-07,240,1049,1049,2938,8
719,2025-02-22,240,1130,1130,3558,32
720,2025-03-02,240,297,297,10692,28
721,2025-06-24,241,832,241,10227,32
722,2025-06-20,241,987,241,10227,52
723,2025-11-24,241,107,241,10227,31
724,2025-01-22,242,1041,1041,7287,29
725,2025-02-01,242,733,733,6858,32
726,2025-12-28,242,708,708,11607,26
727,2025-05-24,243,773,773,5334,53
728,2025-01-08,243,1201,1201,11081,39
729,2025-10-22,243,1154,1154,619,34
730,2025-05-24,244,308,308,3138,64
731,2025-08-08,244,208,244,8245,8
732,2025-05-17,244,91,244,8245,19
733,2025-06-25,245,917,245,4315,19
734,2025-12-17,245,1072,1072,6810,13
735,2025-12-04,245,674,674,11611,29
736,2025-08-14,246,1156,1156,6765,61
737,2025-03-29,246,977,977,5303,17
738,2025-10-10,246,1008,1008,559,27
739,2025-01-18,247,56,56,9017,65
740,2025-08-10,247,1139,1139,8135,11
741,2025-03-11,247,486,247,11854,14
742,2025-04-20,248,473,473,843,11
743,2025-08-06,248,282,248,6669,12
744,2025-01-12,248,558,248,6669,31
745,2025-02-20,249,318,318,7052,43
746,2025-06-09,249,529,529,11357,62
747,2025-12-25,249,312,312,3352,68
748,2025-05-13,250,706,706,1969,48
749,2025-07-03,250,847,847,3266,68
750,2025-04-16,250,1155,1155,1827,40
751,2025-06-06,251,108,108,8548,24
752,2025-05-02,251,1114,1114,2427,29
753,2025-08-31,251,273,273,6652,28
754,2025-11-04,252,753,252,7490,34
755,2025-02-28,252,212,252,7490,42
756,2025-10-22,252,606,606,8562,63
757,2025-08-18,253,853,253,7835,48
758,2025-01-10,253,816,253,7835,49
759,2025-12-16,253,854,253,7835,15
760,2025-12-13,254,1016,1016,3347,5
761,2025-01-17,254,722,254,11294,52
762,2025-09-19,254,1151,1151,6061,27
763,2025-02-09,255,1174,1174,5415,21
764,2025-08-28,255,370,255,9985,4
765,2025-11-27,255,120,255,9985,52
766,2025-11-15,256,356,256,11125,58
767,2025-12-06,256,706,256,11125,53
768,2025-06-06,256,575,575,1179,24
769,2025-03-20,257,1164,1164,9624,68
770,2025-03-01,257,124,124,243,17
771,2025-02-27,257,6,257,7497,62
772,2025-03-23,258,261,258,424,34
773,2025-07-31,258,971,971,9241,42
774,2025-05-02,258,434,434,3010,38
775,2025-02-14,259,864,864,852,55
776,2025-11-24,259,246,259,11831,33
777,2025-07-27,259,197,197,4797,23
778,2025-04-02,260,84,260,9319,11
779,2025-01-29,260,1076,1076,4623,54
780,2025-01-15,260,459,459,581,38
781,2025-10-22,261,135,135,5860,4
782,2025-07-21,261,295,295,613,3
783,2025-12-16,261,958,958,7596,48
784,2025-10-08,262,259,262,6911,63
785,2025-05-03,262,973,262,6911,34
786,2025-01-20,262,1099,1099,9879,12
787,2025-11-25,263,350,263,4914,55
788,2025-04-13,263,470,470,10831,37
789,2025-11-12,263,530,530,10568,14
790,2025-03-21,264,1105,264,2859,56
791,2025-12-27,264,238,264,2859,28
792,2025-05-07,264,335,264,2859,17
793,2025-04-26,265,1126,265,4372,6
794,2025-07-30,265,444,265,4372,2
795,2025-12-06,265,125,265,4372,25
796,2025-10-25,266,90,266,511,57
797,2025-03-19,266,129,266,511,17
798,2025-04-15,266,1100,266,511,11
799,2025-05-29,267,242,267,7284,22
800,2025-06-24,267,654,654,1980,41
801,2025-01-21,267,90,90,6971,18
802,2025-09-22,268,260,260,9319,5
803,2025-03-12,268,557,557,11612,19
804,2025-12-10,268,388,268,7588,20
805,2025-02-14,269,1213,1213,9171,28
806,2025-10-03,269,824,824,9284,22
807,2025-05-01,269,325,269,3283,37
808,2025-10-12,270,872,270,3937,68
809,2025-07-07,270,19,270,3937,20
810,2025-09-28,270,466,466,3243,23
811,2025-08-16,271,667,271,2293,15
812,2025-03-31,271,218,271,2293,25
813,2025-02-26,271,1174,1174,5415,25
814,2025-09-08,272,533,272,4309,62
815,2025-09-05,272,470,470,10831,63
816,2025-04-04,272,491,272,4309,56
817,2025-11-21,273,1173,1173,4880,33
818,2025-06-02,273,975,273,6652,43
819,2025-05-31,273,758,273,6652,66
820,2025-06-12,274,898,274,5638,61
821,2025-10-08,274,302,274,5638,57
822,2025-12-13,274,730,274,5638,42
823,2025-10-07,275,874,275,4508,43
824,2025-07-21,275,1053,1053,10273,60
825,2025-12-12,275,1131,275,4508,59
826,2025-12-23,276,1036,1036,1832,26
827,2025-04-18,276,582,582,4892,3
828,2025-02-05,276,537,537,11552,25
829,2025-06-13,277,610,610,6882,13
830,2025-04-02,277,931,931,6978,30
831,2025-07-15,277,56,56,9017,10
832,2025-11-28,278,280,278,2016,64
833,2025-09-27,278,1169,1169,2747,50
834,2025-09-04,278,1081,278,2016,32
835,2025-11-16,279,857,279,2298,55
836,2025-09-13,279,172,279,2298,65
837,2025-08-06,279,791,279,2298,66
838,2025-03-13,280,309,309,11296,27
839,2025-02-26,280,1117,1117,11488,63
840,2025-12-05,280,615,615,11216,25
841,2025-05-26,281,138,281,9746,11
842,2025-05-20,281,609,281,9746,36
843,2025-01-29,281,92,281,9746,39
844,2025-03-06,282,555,555,10720,30
845,2025-10-30,282,1048,1048,8362,39
846,2025-07-24,282,781,781,8873,20
847,2025-08-08,283,593,593,11784,59
848,2025-09-29,283,514,283,2804,20
849,2025-03-03,283,194,194,5412,46
850,2025-01-28,284,414,414,8770,21
851,2025-07-13,284,164,164,4115,61
852,2025-02-16,284,161,161,2430,61
853,2025-08-12,285,1099,1099,9879,33
854,2025-07-17,285,911,285,3754,14
855,2025-04-15,285,883,285,3754,9
856,2025-10-08,286,182,182,5403,54
857,2025-07-30,286,260,260,9319,54
858,2025-03-12,286,951,951,8912,50
859,2025-01-19,287,845,845,5192,5
860,2025-02-22,287,87,87,9459,51
861,2025-10-20,287,599,599,8882,52
862,2025-02-14,288,77,77,6516,10
863,2025-12-17,288,914,914,3167,41
864,2025-09-22,288,161,161,2430,42
865,2025-06-15,289,1188,1188,3517,68
866,2025-11-07,289,539,289,902,34
867,2025-11-12,289,1181,289,902,55
868,2025-02-20,290,98,290,61,36
869,2025-09-26,290,1072,1072,6810,52
870,2025-01-04,290,425,425,2044,26
871,2025-05-01,291,96,291,4227,44
872,2025-07-10,291,805,805,9429,59
873,2025-10-03,291,1187,1187,1801,55
874,2025-05-18,292,793,793,2481,42
875,2025-07-14,292,103,292,11599,32
876,2025-06-28,292,545,545,3044,25
877,2025-10-10,293,126,293,10358,11
878,2025-11-08,293,1215,1215,10624,20
879,2025-06-26,293,924,293,10358,33
880,2025-02-22,294,43,294,5226,23
881,2025-05-08,294,182,294,5226,59
882,2025-05-16,294,382,294,5226,17
883,2025-02-15,295,283,283,2804,17
884,2025-01-23,295,521,295,613,15
885,2025-01-09,295,860,295,613,48
886,2025-01-19,296,229,296,10559,8
887,2025-11-05,296,159,296,10559,11
888,2025-10-22,296,204,204,6051,53
889,2025-11-20,297,73,297,10692,10
890,2025-03-01,297,531,297,10692,2
891,2025-06-28,297,314,314,4486,13
892,2025-01-20,298,842,298,3506,42
893,2025-09-18,298,472,472,2013,43
894,2025-11-09,298,1022,298,3506,10
895,2025-11-11,299,41,41,6494,55
896,2025-03-25,299,588,588,3220,24
897,2025-05-30,299,135,135,5860,45
898,2025-02-23,300,1085,1085,3208,16
899,2025-09-25,300,919,919,5830,27
900,2025-05-14,300,600,600,5532,46
901,2025-10-27,301,312,312,3352,2
902,2025-04-10,301,250,301,3056,47
903,2025-02-22,301,605,605,11251,19
904,2025-02-17,302,583,583,3880,54
905,2025-01-10,302,566,566,10246,14
906,2025-07-12,302,683,683,1112,47
907,2025-08-28,303,516,516,5279,55
908,2025-12-06,303,893,893,6620,41
909,2025-09-13,303,1167,1167,11652,37
910,2025-10-04,304,1052,1052,61,46
911,2025-03-30,304,360,360,5715,35
912,2025-05-24,304,459,459,581,52
913,2025-02-17,305,501,305,5609,36
914,2025-10-19,305,584,584,5890,44
915,2025-09-09,305,114,305,5609,57
916,2025-12-18,306,67,306,7721,58
917,2025-04-05,306,377,306,7721,43
918,2025-08-05,306,518,306,7721,38
919,2025-09-11,307,275,275,4508,45
920,2025-11-13,307,997,307,7752,55
921,2025-01-27,307,593,593,11784,3
922,2025-06-12,308,1159,308,3138,66
923,2025-09-10,308,73,308,3138,33
924,2025-07-11,308,702,308,3138,48
925,2025-07-16,309,304,309,11296,42
926,2025-10-18,309,615,309,11296,49
927,2025-05-01,309,1076,309,11296,42
928,2025-11-12,310,572,572,58,60
929,2025-09-16,310,985,985,7933,11
930,2025-11-23,310,1183,1183,9019,10
931,2025-07-21,311,233,311,299,38
932,2025-11-02,311,1214,1214,2536,49
933,2025-10-22,311,289,289,902,25
934,2025-12-23,312,211,312,3352,54
935,2025-08-08,312,628,312,3352,45
936,2025-09-18,312,529,312,3352,34
937,2025-11-22,313,504,313,2352,20
938,2025-02-17,313,758,313,2352,35
939,2025-08-09,313,222,313,2352,65
940,2025-04-26,314,21,314,4486,2
941,2025-07-20,314,581,314,4486,32
942,2025-02-24,314,633,314,4486,42
943,2025-01-11,315,807,315,4824,54
944,2025-01-07,315,905,315,4824,52
945,2025-03-13,315,493,315,4824,40
946,2025-08-11,316,829,316,5160,25
947,2025-10-01,316,1178,316,5160,20
948,2025-08-09,316,506,316,5160,46
949,2025-06-12,317,202,202,11568,4
950,2025-07-11,317,562,562,7260,56
951,2025-12-14,317,284,284,3204,39
952,2025-12-23,318,1147,1147,4710,56
953,2025-05-23,318,1047,1047,3622,8
954,2025-05-25,318,669,318,7052,7
955,2025-06-08,319,1208,1208,9968,41
956,2025-11-08,319,491,319,10575,43
957,2025-08-15,319,976,319,10575,35
958,2025-05-02,320,288,320,11094,64
959,2025-10-02,320,91,320,11094,58
960,2025-09-06,320,1141,320,11094,17
961,2025-12-27,321,7,7,8791,36
962,2025-04-17,321,1174,1174,5415,21
963,2025-02-02,321,468,468,9352,61
964,2025-01-04,322,510,510,9398,30
965,2025-03-15,322,1022,322,7367,57
966,2025-10-13,322,750,322,7367,34
967,2025-08-14,323,672,323,4519,56
968,2025-03-28,323,1114,323,4519,7
969,2025-06-28,323,284,323,4519,56
970,2025-01-12,324,933,324,9196,15
971,2025-02-15,324,359,324,9196,23
972,2025-12-16,324,880,324,9196,38
973,2025-01-27,325,932,932,2117,45
974,2025-03-12,325,977,977,5303,62
975,2025-11-28,325,55,325,5042,52
976,2025-02-15,326,580,580,3617,14
977,2025-03-12,326,370,326,4913,40
978,2025-10-05,326,634,326,4913,29
979,2025-01-29,327,241,327,4781,42
980,2025-06-14,327,390,327,4781,35
981,2025-01-19,327,505,327,4781,38
982,2025-04-25,328,582,328,6903,50
983,2025-05-12,328,1162,328,6903,15
984,2025-02-27,328,51,328,6903,47
985,2025-09-29,329,878,878,9961,20
986,2025-03-12,329,141,141,6190,40
987,2025-11-05,329,1205,1205,2401,65
988,2025-10-01,330,507,330,743,32
989,2025-02-02,330,663,330,743,28
990,2025-01-11,330,588,588,3220,28
991,2025-11-07,331,255,255,9985,11
992,2025-12-10,331,1059,1059,3258,17
993,2025-12-09,331,893,893,6620,15
994,2025-03-22,332,634,634,945,26
995,2025-03-09,332,1144,1144,3545,4
996,2025-05-02,332,418,418,8685,19
997,2025-06-10,333,825,333,6946,13
998,2025-05-08,333,510,510,9398,19
999,2025-07-04,333,709,709,2560,40
1000,2025-11-13,334,651,334,3312,2
1001,2025-08-30,334,129,334,3312,63
1002,2025-10-14,334,511,511,1503,5
1003,2025-08-30,335,218,218,11728,55
1004,2025-08-04,335,928,928,3661,48
1005,2025-02-20,335,593,593,11784,25
1006,2025-03-27,336,502,502,6162,14
1007,2025-05-06,336,343,343,5671,6
1008,2025-12-06,336,983,983,6152,39
1009,2025-05-24,337,814,814,10437,38
1010,2025-05-30,337,1048,1048,8362,55
1011,2025-04-16,337,397,397,2847,68
1012,2025-05-02,338,464,464,11092,21
1013,2025-12-31,338,813,813,493,37
1014,2025-02-10,338,1011,1011,10716,1
1015,2025-09-30,339,88,339,2945,5
1016,2025-09-23,339,273,273,6652,29
1017,2025-04-16,339,796,339,2945,5
1018,2025-05-19,340,453,453,4801,7
1019,2025-04-21,340,188,188,11812,30
1020,2025-05-10,340,586,586,1799,45
1021,2025-02-02,341,506,506,4459,45
1022,2025-06-26,341,393,393,10367,64
1023,2025-07-16,341,188,188,11812,17
1024,2025-03-19,342,118,342,9208,48
1025,2025-07-02,342,701,701,4944,56
1026,2025-11-26,342,833,342,9208,15
1027,2025-06-07,343,382,382,2460,22
1028,2025-01-14,343,588,588,3220,5
1029,2025-07-22,343,831,831,11395,65
1030,2025-10-29,344,1011,1011,10716,38
1031,2025-02-18,344,598,598,668,30
1032,2025-02-16,344,580,580,3617,30
1033,2025-10-30,345,322,345,5331,1
1034,2025-11-30,345,449,345,5331,34
1035,2025-04-17,345,1044,345,5331,33
1036,2025-02-04,346,90,90,6971,10
1037,2025-05-11,346,807,807,9511,50
1038,2025-02-16,346,963,963,3507,60
1039,2025-06-09,347,496,347,3470,31
1040,2025-03-12,347,755,755,5177,60
1041,2025-05-26,347,132,347,3470,57
1042,2025-01-14,348,1187,1187,1801,5
1043,2025-05-28,348,1205,1205,2401,66
1044,2025-10-21,348,213,213,901,30
1045,2025-10-16,349,275,275,4508,63
1046,2025-08-11,349,1157,1157,6497,66
1047,2025-10-24,349,1103,349,5781,10
1048,2025-11-02,350,10,10,8063,17
1049,2025-08-06,350,1132,1132,7383,10
1050,2025-08-16,350,297,297,10692,19
1051,2025-03-10,351,969,969,1879,24
1052,2025-07-21,351,738,738,6378,45
1053,2025-05-01,351,531,531,4885,4
1054,2025-01-08,352,93,352,5305,35
1055,2025-10-09,352,336,352,5305,36
1056,2025-02-22,352,851,352,5305,23
1057,2025-09-02,353,77,353,8119,10
1058,2025-03-05,353,601,353,8119,40
1059,2025-07-19,353,160,353,8119,42
1060,2025-09-17,354,444,354,9743,5
1061,2025-01-23,354,1177,1177,10454,33
1062,2025-12-09,354,469,469,3289,38
1063,2025-04-24,355,717,355,7979,8
1064,2025-09-19,355,973,355,7979,37
1065,2025-01-11,355,952,952,733,29
1066,2025-01-10,356,227,356,11775,4
1067,2025-09-08,356,997,356,11775,36
1068,2025-02-19,356,976,976,10399,63
1069,2025-10-26,357,667,667,6186,6
1070,2025-01-16,357,1185,1185,7382,17
1071,2025-01-02,357,1076,1076,4623,34
1072,2025-05-01,358,317,317,2920,43
1073,2025-12-23,358,294,294,5226,13
1074,2025-03-17,358,546,546,4411,39
1075,2025-06-02,359,1084,359,6945,5
1076,2025-09-25,359,1077,1077,5432,50
1077,2025-03-23,359,358,359,6945,66
1078,2025-03-20,360,771,360,5715,64
1079,2025-06-29,360,289,360,5715,55
1080,2025-10-01,360,1008,360,5715,5
1081,2025-12-18,361,944,944,8655,7
1082,2025-07-19,361,165,165,6781,43
1083,2025-06-07,361,914,914,3167,36
1084,2025-07-13,362,859,859,6326,41
1085,2025-04-10,362,369,362,11554,55
1086,2025-10-19,362,1075,1075,2830,6
1087,2025-07-09,363,283,283,2804,35
1088,2025-10-31,363,418,418,8685,57
1089,2025-08-12,363,613,613,4474,14
1090,2025-09-03,364,790,790,9303,25
1091,2025-02-04,364,430,430,541,7
1092,2025-02-09,364,245,245,4315,48
1093,2025-07-26,365,201,201,10428,24
1094,2025-02-11,365,892,892,10835,22
1095,2025-07-24,365,961,961,4012,47
1096,2025-09-21,366,1205,1205,2401,49
1097,2025-01-23,366,924,924,236,49
1098,2025-12-20,366,1188,1188,3517,7
1099,2025-07-06,367,298,298,3506,60
1100,2025-02-03,367,652,652,2136,14
1101,2025-07-13,367,505,505,2034,13
1102,2025-04-09,368,969,969,1879,1
1103,2025-11-16,368,810,810,7955,39
1104,2025-06-16,368,658,368,10784,31
1105,2025-06-04,369,1209,1209,8570,55
1106,2025-09-08,369,1082,1082,6355,19
1107,2025-10-18,369,333,333,6946,5
1108,2025-03-17,370,417,417,9934,49
1109,2025-03-01,370,901,901,8211,19
1110,2025-11-01,370,415,415,2360,66
1111,2025-08-30,371,860,371,4802,51
1112,2025-07-21,371,363,371,4802,66
1113,2025-07-19,371,958,958,7596,48
1114,2025-03-08,372,908,908,5222,5
1115,2025-06-27,372,397,372,5474,41
1116,2025-10-28,372,923,923,8140,23
1117,2025-07-17,373,628,628,8862,61
1118,2025-10-20,373,267,373,324,23
1119,2025-06-18,373,540,373,324,54
1120,2025-07-18,374,868,868,8651,18
1121,2025-03-14,374,897,374,5484,38
1122,2025-04-24,374,836,836,7516,17
1123,2025-06-25,375,371,375,5183,65
1124,2025-12-18,375,554,554,7093,22
1125,2025-04-27,375,789,789,2909,39
1126,2025-06-08,376,258,376,437,38
1127,2025-04-10,376,1168,1168,1835,7
1128,2025-04-13,376,419,376,437,39
1129,2025-01-01,377,594,594,2896,15
1130,2025-12-20,377,1177,1177,10454,8
1131,2025-10-23,377,2,2,406,68
1132,2025-01-15,378,698,698,5755,60
1133,2025-09-01,378,449,378,11452,54
1134,2025-11-15,378,844,844,1480,67
1135,2025-08-09,379,840,379,7557,49
1136,2025-12-15,379,985,379,7557,17
1137,2025-08-14,379,206,379,7557,42
1138,2025-02-26,380,1009,380,4270,7
1139,2025-03-09,380,1199,380,4270,23
1140,2025-07-20,380,531,380,4270,28
1141,2025-10-26,381,1009,1009,115,28
1142,2025-01-06,381,1162,1162,2309,12
1143,2025-12-08,381,1126,381,127,12
1144,2025-01-05,382,666,666,8218,26
1145,2025-06-28,382,671,671,2846,6
1146,2025-05-01,382,1076,1076,4623,37
1147,2025-07-26,383,91,383,10972,21
1148,2025-07-13,383,185,383,10972,43
1149,2025-06-08,383,999,383,10972,31
1150,2025-07-06,384,294,294,5226,43
1151,2025-04-06,384,360,360,5715,64
1152,2025-05-09,384,412,412,1393,56
1153,2025-09-05,385,1121,1121,3817,34
1154,2025-06-25,385,1134,385,1922,46
1155,2025-11-05,385,362,385,1922,1
1156,2025-03-28,386,69,386,3893,38
1157,2025-10-09,386,346,386,3893,43
1158,2025-05-31,386,1037,386,3893,5
1159,2025-04-27,387,967,967,8876,54
1160,2025-10-24,387,1136,1136,1228,40
1161,2025-01-20,387,1030,1030,4311,61
1162,2025-12-08,388,490,490,4030,9
1163,2025-08-26,388,496,388,117,13
1164,2025-11-30,388,567,567,2386,45
1165,2025-08-19,389,253,253,7835,65
1166,2025-12-18,389,826,826,6990,34
1167,2025-09-23,389,462,462,1639,62
1168,2025-10-16,390,1117,1117,11488,24
1169,2025-07-03,390,1132,1132,7383,9
1170,2025-03-19,390,123,390,2584,32
1171,2025-09-19,391,746,746,2425,18
1172,2025-12-22,391,554,554,7093,5
1173,2025-07-11,391,418,391,8927,16
1174,2025-09-12,392,978,978,2757,31
1175,2025-07-02,392,1190,1190,3679,26
1176,2025-05-01,392,1197,1197,1085,22
1177,2025-07-27,393,945,945,11604,1
1178,2025-01-05,393,889,889,1964,8
1179,2025-07-24,393,497,393,10367,13
1180,2025-06-07,394,585,585,8648,50
1181,2025-07-04,394,398,398,9118,7
1182,2025-11-20,394,236,236,4945,67
1183,2025-03-26,395,841,395,4671,23
1184,2025-09-16,395,969,969,1879,38
1185,2025-07-21,395,270,395,4671,65
1186,2025-04-28,396,170,396,1156,8
1187,2025-10-03,396,682,396,1156,7
1188,2025-07-26,396,591,591,9860,68
1189,2025-01-27,397,614,397,2847,30
1190,2025-10-11,397,946,946,7455,57
1191,2025-08-09,397,374,374,5484,25
1192,2025-09-07,398,326,398,9118,40
1193,2025-10-04,398,1162,1162,2309,29
1194,2025-08-29,398,673,398,9118,38
1195,2025-11-28,399,644,644,1657,23
1196,2025-01-01,399,191,191,9792,33
1197,2025-10-01,399,577,577,256,32
1198,2025-06-04,400,455,400,6049,3
1199,2025-02-21,400,566,566,10246,17
1200,2025-03-11,400,270,400,6049,34
1201,2025-01-28,401,1071,401,10849,16
1202,2025-09-29,401,674,401,10849,34
1203,2025-10-17,401,1004,401,10849,19
1204,2025-08-15,402,686,686,1252,68
1205,2025-04-30,402,278,402,6454,67
1206,2025-08-10,402,35,35,3880,29
1207,2025-03-11,403,376,376,437,8
1208,2025-07-28,403,1170,1170,9880,30
1209,2025-08-26,403,114,114,5897,45
1210,2025-06-03,404,921,921,3627,42
1211,2025-06-10,404,914,404,3759,8
1212,2025-05-13,404,1140,404,3759,41
1213,2025-07-15,405,975,405,7238,35
1214,2025-05-27,405,929,929,2012,3
1215,2025-03-16,405,1106,405,7238,38
1216,2025-03-30,406,857,857,39,63
1217,2025-06-27,406,289,289,902,52
1218,2025-07-06,406,18,406,10627,25
1219,2025-11-10,407,504,504,3343,31
1220,2025-05-22,407,500,500,3358,36
1221,2025-10-17,407,48,48,1804,59
1222,2025-01-11,408,452,408,3704,50
1223,2025-04-05,408,525,408,3704,59
1224,2025-12-21,408,154,408,3704,52
1225,2025-10-07,409,936,936,5918,6
1226,2025-06-25,409,758,758,1754,28
1227,2025-10-31,409,98,98,1169,48
1228,2025-03-18,410,943,943,10806,47
1229,2025-05-21,410,490,490,4030,51
1230,2025-11-05,410,33,410,2426,54
1231,2025-03-07,411,1025,1025,8997,17
1232,2025-12-04,411,835,835,542,55
1233,2025-03-17,411,532,532,6706,62
1234,2025-10-06,412,1025,1025,8997,26
1235,2025-12-27,412,1051,412,1393,2
1236,2025-04-01,412,331,412,1393,38
1237,2025-07-12,413,645,413,2345,8
1238,2025-04-04,413,121,413,2345,35
1239,2025-02-17,413,515,413,2345,51
1240,2025-12-04,414,165,414,8770,9
1241,2025-03-31,414,398,398,9118,55
1242,2025-01-21,414,824,824,9284,56
1243,2025-03-01,415,332,415,2360,25
1244,2025-02-22,415,145,415,2360,2
1245,2025-07-19,415,961,961,4012,49
1246,2025-03-28,416,365,416,2012,42
1247,2025-06-30,416,979,416,2012,15
1248,2025-10-22,416,296,296,10559,20
1249,2025-11-23,417,1134,1134,1116,11
1250,2025-07-19,417,522,522,1998,19
1251,2025-08-22,417,357,417,9934,44
1252,2025-10-31,418,593,593,11784,58
1253,2025-08-29,418,666,666,8218,54
1254,2025-01-16,418,623,418,8685,30
1255,2025-11-06,419,702,419,7596,19
1256,2025-01-20,419,82,419,7596,56
1257,2025-11-19,419,525,525,7938,64
1258,2025-10-08,420,568,568,9772,59
1259,2025-05-30,420,603,603,10148,13
1260,2025-06-15,420,295,295,613,57
1261,2025-06-16,421,1113,421,3947,65
1262,2025-01-16,421,703,421,3947,3
1263,2025-08-09,421,1070,1070,3295,56
1264,2025-04-09,422,407,407,11469,15
1265,2025-12-03,422,793,793,2481,33
1266,2025-09-21,422,1069,1069,4303,43
1267,2025-09-13,423,537,537,11552,9
1268,2025-04-04,423,253,253,7835,42
1269,2025-12-05,423,826,826,6990,64
1270,2025-09-17,424,656,656,6978,49
1271,2025-04-11,424,446,446,11512,44
1272,2025-07-18,424,682,682,3034,32
1273,2025-11-03,425,555,425,2044,28
1274,2025-06-01,425,60,425,2044,30
1275,2025-09-14,425,629,425,2044,38
1276,2025-12-01,426,1007,1007,2039,59
1277,2025-04-28,426,284,284,3204,21
1278,2025-10-05,426,546,546,4411,2
1279,2025-02-09,427,414,427,2614,24
1280,2025-05-31,427,261,427,2614,55
1281,2025-05-10,427,405,427,2614,53
1282,2025-03-09,428,1010,1010,3349,54
1283,2025-12-09,428,382,382,2460,46
1284,2025-01-06,428,898,898,10120,3
1285,2025-04-21,429,473,473,843,50
1286,2025-11-11,429,85,429,4091,22
1287,2025-09-28,429,1193,1193,8549,58
1288,2025-10-10,430,39,39,10732,9
1289,2025-05-07,430,611,430,541,23
1290,2025-01-28,430,1019,430,541,49
1291,2025-02-27,431,1148,1148,7684,10
1292,2025-11-26,431,1054,1054,2114,12
1293,2025-10-15,431,513,513,11461,49
1294,2025-07-14,432,934,934,7414,66
1295,2025-09-24,432,1107,1107,9202,24
1296,2025-09-12,432,870,870,8846,60
1297,2025-12-22,433,963,963,3507,15
1298,2025-06-28,433,1080,1080,9152,21
1299,2025-12-05,433,1147,1147,4710,13
1300,2025-05-29,434,75,434,3010,53
1301,2025-02-25,434,297,297,10692,19
1302,2025-06-05,434,1039,1039,912,63
1303,2025-12-06,435,203,203,2707,59
1304,2025-04-11,435,625,625,533,26
1305,2025-01-26,435,1054,1054,2114,67
1306,2025-10-24,436,473,473,843,37
1307,2025-12-31,436,1161,1161,2185,68
1308,2025-09-14,436,232,232,3686,41
1309,2025-10-23,437,252,437,9478,41
1310,2025-10-30,437,352,437,9478,24
1311,2025-12-02,437,362,437,9478,43
1312,2025-05-09,438,12,12,1969,43
1313,2025-05-22,438,117,117,4524,42
1314,2025-12-01,438,1093,438,3336,60
1315,2025-11-18,439,366,366,7783,60
1316,2025-03-11,439,947,947,1243,49
1317,2025-02-03,439,1130,439,309,28
1318,2025-09-07,440,1028,1028,456,51
1319,2025-04-24,440,578,578,1749,7
1320,2025-08-11,440,783,783,544,43
1321,2025-10-19,441,674,674,11611,12
1322,2025-04-11,441,465,465,8205,28
1323,2025-02-16,441,257,441,8117,56
1324,2025-07-29,442,478,478,2615,41
1325,2025-09-03,442,699,442,7797,27
1326,2025-09-25,442,428,442,7797,35
1327,2025-03-03,443,1089,443,10887,64
1328,2025-05-03,443,905,443,10887,35
1329,2025-09-21,443,37,443,10887,49
1330,2025-09-29,444,62,62,2738,67
1331,2025-07-24,444,1133,1133,11265,31
1332,2025-04-13,444,133,133,6308,60
1333,2025-06-05,445,833,833,5497,11
1334,2025-11-27,445,1117,1117,11488,32
1335,2025-07-09,445,887,887,2917,23
1336,2025-04-30,446,600,600,5532,49
1337,2025-04-04,446,388,446,11512,3
1338,2025-12-07,446,1087,446,11512,68
1339,2025-06-02,447,494,447,5830,54
1340,2025-07-02,447,16,447,5830,34
1341,2025-03-06,447,112,447,5830,32
1342,2025-08-15,448,91,91,4153,8
1343,2025-11-30,448,238,448,10920,61
1344,2025-04-23,448,571,571,2645,55
1345,2025-10-19,449,717,449,286,51
1346,2025-09-06,449,742,742,10221,39
1347,2025-11-22,449,991,449,286,56
1348,2025-01-16,450,994,450,10178,55
1349,2025-06-28,450,752,450,10178,53
1350,2025-07-28,450,280,450,10178,34
1351,2025-05-31,451,412,412,1393,3
1352,2025-11-04,451,205,451,2839,42
1353,2025-04-29,451,376,376,437,64
1354,2025-02-06,452,509,452,11037,14
1355,2025-09-29,452,1053,1053,10273,67
1356,2025-10-14,452,1149,452,11037,54
1357,2025-01-06,453,340,453,4801,26
1358,2025-10-20,453,563,563,1278,20
